Species3,Family3,Order3,BeakLengthCulmen,BeakLengthNares,BeakWidth,BeakDepth,TarsusLength,WingLength,KippsDistance,Secondary,HandWingIndex,TailLength,Mass,Habitat,TrophicLevel,TrophicNiche,PrimaryLifestyle
Ploceus castaneiceps,Ploceidae,Passeriformes,17.9,10.9,5.7,7.2,22.8,73.4,11.9,61.5,16.3,52.8,18.5,Wetland,Herbivore,Granivore,Insessorial
Ploceus castanops,Ploceidae,Passeriformes,18.1,12.2,5.3,6.9,22.6,69,11,58,16,45.5,21.4,Wetland,Herbivore,Granivore,Insessorial
Ploceus cucullatus,Ploceidae,Passeriformes,20.3,14.6,8.3,10.1,23,82.6,16,66.6,19.4,48.6,36.1,Woodland,Herbivore,Granivore,Insessorial
Ploceus dichrocephalus,Ploceidae,Passeriformes,16.8,11.4,5.8,7.5,21.4,72,11.3,60.6,15.8,49,18.5,Wetland,Herbivore,Granivore,Insessorial
Ploceus dorsomaculatus,Ploceidae,Passeriformes,18.6,11.2,5.7,6.9,19.9,80,18.1,61.8,22.7,49.5,26.6,Forest,Carnivore,Invertivore,Insessorial
Ploceus flavipes,Ploceidae,Passeriformes,18,10.8,5.6,6.3,18.8,77,15.2,61.8,19.7,42.5,46.3,NA,Carnivore,Invertivore,Insessorial
Ploceus galbula,Ploceidae,Passeriformes,15.8,10.4,5.8,7.6,20,71.4,12.6,58.6,17.7,47.8,21.7,Grassland,Herbivore,Granivore,Insessorial
Ploceus golandi,Ploceidae,Passeriformes,17,11.2,5.5,6,20.1,71.4,15.4,55.6,21.7,47.7,23.5,Forest,Carnivore,Invertivore,Insessorial
Ploceus grandis,Ploceidae,Passeriformes,28.3,19.9,8.9,11.3,29.3,106.8,20.9,85.9,19.6,70.2,63.5,Forest,Herbivore,Granivore,Insessorial
Ploceus heuglini,Ploceidae,Passeriformes,17.4,11.9,6.6,7.5,18.3,73.2,16.5,55.5,23,41,22.8,Woodland,Carnivore,Invertivore,Insessorial
Ploceus hypoxanthus,Ploceidae,Passeriformes,17,11.9,8.2,11,20.8,66.9,10.7,56.2,15.9,49.9,18.6,Wetland,Herbivore,Granivore,Insessorial
Ploceus insignis,Ploceidae,Passeriformes,18,9.8,4.6,5.8,19.9,83.5,16,66.9,19.3,48.4,27.5,Forest,Omnivore,Invertivore,Insessorial
Ploceus intermedius,Ploceidae,Passeriformes,16.6,10.9,5.8,6.5,20.9,68.8,14.1,54.6,20.6,45.4,20.6,Woodland,Carnivore,Invertivore,Insessorial
Ploceus jacksoni,Ploceidae,Passeriformes,15.8,10.1,5.4,6.9,20.3,71,13.2,57.9,18.5,47,23.4,Wetland,Herbivore,Granivore,Insessorial
Ploceus katangae,Ploceidae,Passeriformes,15,9.7,5.4,6.9,18.7,65.2,12.8,52.4,19.6,44.5,18.5,Wetland,Herbivore,Granivore,Insessorial
Ploceus luteolus,Ploceidae,Passeriformes,13.6,8.5,4.7,5.7,16.7,62.6,10.3,53,16.3,43.2,15.1,Woodland,Omnivore,Granivore,Insessorial
Ploceus manyar,Ploceidae,Passeriformes,16.8,11.8,7.1,9.2,20.1,67.8,14.2,53.5,21,43.5,17.4,Shrubland,Herbivore,Granivore,Insessorial
Ploceus megarhynchus,Ploceidae,Passeriformes,22.1,15.2,7.3,10.8,24.1,77,16.5,60.5,21.4,57.5,34.3,Grassland,Herbivore,Granivore,Insessorial
Ploceus melanocephalus,Ploceidae,Passeriformes,16.2,10.9,5.8,7.3,20.5,72,13.1,58.9,18.3,46.8,23,Wetland,Omnivore,Granivore,Insessorial
Ploceus melanogaster,Ploceidae,Passeriformes,19,12.6,5.4,6.1,20.3,69.2,7.6,61.7,10.9,48,22.4,Forest,Carnivore,Invertivore,Insessorial
Ploceus nelicourvi,Ploceidae,Passeriformes,17.8,10.5,5.5,7.9,20,73.5,12.4,61,16.8,51.8,23.8,Forest,Carnivore,Invertivore,Insessorial
Ploceus nicolli,Ploceidae,Passeriformes,18.1,11.3,4.8,6,18.8,83.8,18.4,64.6,22.2,49.2,29.8,Forest,Carnivore,Invertivore,Insessorial
Ploceus nigerrimus,Ploceidae,Passeriformes,19.8,13.2,7,8.9,21.9,82.1,15.4,66.4,18.9,53.2,34.3,Woodland,Omnivore,Invertivore,Insessorial
Ploceus nigricollis,Ploceidae,Passeriformes,18,11.3,6.1,7.1,20.8,74.6,11.6,63.1,15.4,56,27.1,Woodland,Carnivore,Invertivore,Insessorial
Ploceus nigrimentus,Ploceidae,Passeriformes,21,12.6,5.8,8.5,26.9,87,16.5,70.5,19,66.5,26.6,Shrubland,Omnivore,Omnivore,Insessorial
Ploceus ocularis,Ploceidae,Passeriformes,20,13.1,5.3,6.8,21.6,73.6,10.6,62.2,14.6,59,25.2,Woodland,Carnivore,Invertivore,Insessorial
Ploceus olivaceiceps,Ploceidae,Passeriformes,18.2,11.1,4.6,5.5,19.5,81.8,23.3,58.7,28.4,44.6,20.8,Woodland,Carnivore,Invertivore,Insessorial
Ploceus pelzelni,Ploceidae,Passeriformes,16.4,10.1,4.3,4.9,19.2,62.7,8.5,54.1,13.6,43.6,12.7,Wetland,Carnivore,Invertivore,Insessorial
Ploceus philippinus,Ploceidae,Passeriformes,17.9,12.5,7.4,9.4,20.6,70.2,13.1,56.9,18.7,45.9,28.2,Shrubland,Herbivore,Granivore,Insessorial
Ploceus preussi,Ploceidae,Passeriformes,16.6,10,5,5.8,17.4,82,19.4,62.5,23.7,41,31.6,Forest,Carnivore,Invertivore,Insessorial
Ploceus princeps,Ploceidae,Passeriformes,23.4,15.1,6.9,9.2,23.4,84.8,16.9,67.6,20,52.8,31.2,Forest,Herbivore,Granivore,Insessorial
Ploceus reichardi,Ploceidae,Passeriformes,15.7,10.1,5.5,7.1,19.7,68,12.5,55.5,18.4,47.2,26.6,Wetland,Herbivore,Granivore,Insessorial
Ploceus rubiginosus,Ploceidae,Passeriformes,17.8,12.7,6.7,9.1,21.8,79.8,16.9,62.9,21.2,50.6,30,Shrubland,Herbivore,Granivore,Insessorial
Ploceus ruweti,Ploceidae,Passeriformes,14.9,8.7,5.7,7,20.3,69,10.3,58.7,14.9,47.7,17,Wetland,Omnivore,Omnivore,Insessorial
Ploceus sakalava,Ploceidae,Passeriformes,17.6,11.9,6.5,9.6,20.7,78.2,13.7,64.6,17.5,50,23.8,Woodland,Herbivore,Granivore,Insessorial
Ploceus sanctithomae,Ploceidae,Passeriformes,19.6,12.3,4.3,5.9,23,77,12.8,63.5,16.8,50.3,22,Forest,Herbivore,Granivore,Insessorial
Ploceus spekei,Ploceidae,Passeriformes,18.7,12.6,6.5,8.1,21.2,78.4,19.2,58.8,24.6,44.6,35.1,Woodland,Herbivore,Granivore,Insessorial
Ploceus spekeoides,Ploceidae,Passeriformes,19.5,14.2,6.8,8.9,20.3,69.5,14.7,54.8,21.1,36.2,26.6,Wetland,Herbivore,Granivore,Insessorial
Ploceus subaureus,Ploceidae,Passeriformes,17.7,12.4,6.8,9,21.5,75.8,14.1,61.7,18.5,49,30.4,Riverine,Herbivore,Granivore,Insessorial
Ploceus subpersonatus,Ploceidae,Passeriformes,18.1,11.5,5.3,6.2,21.8,67,9,58,13.4,56,22.5,Wetland,Herbivore,Granivore,Insessorial
Ploceus superciliosus,Ploceidae,Passeriformes,17.1,11.6,6.7,9.2,19.3,67.4,11.9,55.6,17.6,44.6,21.4,Grassland,Herbivore,Granivore,Insessorial
Ploceus taeniopterus,Ploceidae,Passeriformes,16.9,11.1,5.9,7.5,20.1,66.8,12.5,53,19,43.8,17.6,Wetland,Herbivore,Granivore,Insessorial
Ploceus temporalis,Ploceidae,Passeriformes,17.2,11.1,6.2,7.3,21.2,82,22.5,59.5,27.4,48.3,35.8,Wetland,Carnivore,Invertivore,Insessorial
Ploceus tricolor,Ploceidae,Passeriformes,20.5,12.6,6,7,19.6,84.2,16.4,67.3,19.7,51.2,36.8,Forest,Carnivore,Invertivore,Insessorial
Ploceus velatus,Ploceidae,Passeriformes,16.8,10.7,5.9,7.8,22,76.8,15.6,60.6,20.6,52.4,30.9,Shrubland,Herbivore,Omnivore,Insessorial
Ploceus vitellinus,Ploceidae,Passeriformes,15.6,10.3,5.5,7.4,18.5,68.2,12.9,55.4,18.8,47.9,20,Shrubland,Herbivore,Granivore,Insessorial
Ploceus weynsi,Ploceidae,Passeriformes,19,12.7,6,6.7,18.8,78.2,18.1,60.1,23.2,51.2,29,Forest,Omnivore,Omnivore,Insessorial
Ploceus xanthops,Ploceidae,Passeriformes,20.6,13.2,6.9,9,25.4,88.4,15.9,71.8,18.2,66.6,40.6,Shrubland,Herbivore,Omnivore,Insessorial
Ploceus xanthopterus,Ploceidae,Passeriformes,17.8,11.4,5.7,7.2,20.8,68,10.5,56.2,15.7,47.2,22,Wetland,Herbivore,Omnivore,Insessorial
Quelea cardinalis,Ploceidae,Passeriformes,12.2,8.2,5.4,7.3,16.8,58.1,11,47.4,18.9,32.8,12.7,Grassland,Herbivore,Granivore,Terrestrial
Quelea erythrops,Ploceidae,Passeriformes,15,9.7,6.2,8.1,17.4,60.4,12.6,47.6,20.9,34.4,19.3,Grassland,Herbivore,Granivore,Terrestrial
Quelea quelea,Ploceidae,Passeriformes,14.2,9.9,5.8,7.9,18,66.1,15.9,49.9,24.2,38.8,18.6,Grassland,Herbivore,Granivore,Generalist
Microbates cinereiventris,Polioptilidae,Passeriformes,20,12.6,3.4,3.1,23.1,53,6.2,46.6,11.8,27.2,11.9,Forest,Carnivore,Invertivore,Generalist
Microbates collaris,Polioptilidae,Passeriformes,20.2,12.2,3,2.9,21.9,54.1,6.2,47.9,11.5,27.2,10.2,Forest,Carnivore,Invertivore,Generalist
Polioptila albiloris,Polioptilidae,Passeriformes,13.3,8.7,2.9,2.8,16.4,49,7.9,41.1,16.1,48.5,6.3,Woodland,Carnivore,Invertivore,Insessorial
Polioptila caerulea,Polioptilidae,Passeriformes,11.3,7.4,2.8,2.3,15.9,50.8,9.6,40.8,19.1,49.1,5.8,Woodland,Carnivore,Invertivore,Insessorial
Polioptila californica,Polioptilidae,Passeriformes,10.9,6.7,2.2,2.4,17.1,46.6,5,42.2,10.6,50,5.8,Shrubland,Carnivore,Invertivore,Insessorial
Polioptila clementsi,Polioptilidae,Passeriformes,11.1,6.9,2.9,2.5,14.8,44,6.1,37.7,14.2,47,5.6,Forest,Carnivore,Invertivore,Insessorial
Polioptila dumicola,Polioptilidae,Passeriformes,12.6,7.7,2.6,2.3,18.4,50.2,8.3,42.5,16.3,55.7,7,Woodland,Carnivore,Invertivore,Insessorial
Polioptila guianensis,Polioptilidae,Passeriformes,11.1,6.9,2.9,2.5,14.8,44,6.1,37.7,14.2,47,6,Forest,Carnivore,Invertivore,Insessorial
Polioptila lactea,Polioptilidae,Passeriformes,12,7.4,2.4,2.3,16,44.8,5.1,39.6,11.4,44.8,6.5,Forest,Carnivore,Invertivore,Insessorial
Polioptila lembeyei,Polioptilidae,Passeriformes,10.7,6.8,2.5,2.1,14.9,40.5,5.1,35.4,12.6,51.5,5,Shrubland,Carnivore,Invertivore,Insessorial
Polioptila melanura,Polioptilidae,Passeriformes,10.7,6.5,2.5,2.5,16.1,47.8,5.7,42.1,11.9,54.8,5.2,Shrubland,Carnivore,Invertivore,Insessorial
Polioptila nigriceps,Polioptilidae,Passeriformes,11.6,7.6,2.9,2.2,17.9,47.4,5.2,42.2,10.9,52.5,5.6,Shrubland,Carnivore,Invertivore,Insessorial
Polioptila plumbea,Polioptilidae,Passeriformes,12.2,8,2.9,2.5,17.6,46.7,5.4,38.4,12.3,44.4,6.4,Shrubland,Carnivore,Invertivore,Insessorial
Polioptila schistaceigula,Polioptilidae,Passeriformes,11.6,7.1,2.9,2.5,14.8,45.1,6.4,38.7,14.2,49,6,Forest,Carnivore,Invertivore,Insessorial
Ramphocaenus melanurus,Polioptilidae,Passeriformes,24.3,16.8,2.8,2.9,21.8,50.2,3.8,42.8,8.1,41.5,9.7,Forest,Carnivore,Invertivore,Insessorial
Pomatostomus halli,Pomatostomidae,Passeriformes,25.1,16.8,3.6,5.4,26.5,80.9,8.8,71.7,10.9,86,41.8,Shrubland,Carnivore,Invertivore,Generalist
Pomatostomus isidorei,Pomatostomidae,Passeriformes,30.6,19.2,5,7,33.3,111.4,10.6,99.9,9.6,114.2,70,Forest,Carnivore,Invertivore,Generalist
Pomatostomus ruficeps,Pomatostomidae,Passeriformes,27.7,17.9,4.1,6.6,28.2,85.9,10.1,75.4,11.7,89.2,57.8,Shrubland,Carnivore,Invertivore,Generalist
Pomatostomus superciliosus,Pomatostomidae,Passeriformes,28,18.9,4,5.8,26.7,78.1,7.4,71.7,9.4,79.7,41.5,Forest,Carnivore,Invertivore,Generalist
Pomatostomus temporalis,Pomatostomidae,Passeriformes,32.1,20.1,4.4,6.6,32.2,107.6,11.2,91,11,110.2,75,Woodland,Carnivore,Invertivore,Generalist
Promerops cafer,Promeropidae,Passeriformes,36.8,22.6,3.7,3.7,23.5,93.6,19.4,75.3,20.5,284,34.7,Shrubland,Omnivore,Nectarivore,Insessorial
Promerops gurneyi,Promeropidae,Passeriformes,31.3,19.1,3.2,3.4,21.8,88.8,19,69.3,21.5,144.5,34.9,Shrubland,Omnivore,Nectarivore,Insessorial
Prunella atrogularis,Prunellidae,Passeriformes,12.9,6.8,3.4,3.5,19.2,73.6,19.1,54.5,26,66.5,18.5,Shrubland,Carnivore,Invertivore,Terrestrial
Prunella collaris,Prunellidae,Passeriformes,16.7,9,4.3,4.2,23.6,100,28.1,72.3,28,63.8,38.6,Grassland,Carnivore,Invertivore,Terrestrial
Prunella fagani,Prunellidae,Passeriformes,13.7,7.4,4,4.2,20.7,68.6,10.1,57.7,14.8,64,21.9,Rock,Omnivore,Omnivore,Terrestrial
Prunella fulvescens,Prunellidae,Passeriformes,14.3,7.9,3.9,3.9,20.2,75.1,15.5,60.1,20.5,67.2,18.9,Shrubland,Omnivore,Invertivore,Terrestrial
Prunella himalayana,Prunellidae,Passeriformes,13.4,8,4.3,4.3,21.4,90.6,27.4,63.2,30.2,59.8,25.7,Grassland,Omnivore,Invertivore,Terrestrial
Prunella immaculata,Prunellidae,Passeriformes,14.1,7.7,3.7,3.8,21.5,79.1,16.4,62.5,20.8,58.2,20.7,Forest,Omnivore,Omnivore,Terrestrial
Prunella koslowi,Prunellidae,Passeriformes,11.3,7.6,3.6,3.4,19.4,70.8,15.6,55.2,22,64.8,17.5,Shrubland,Omnivore,Invertivore,Terrestrial
Prunella modularis,Prunellidae,Passeriformes,14,7.8,3.7,3.6,20.4,69.1,14.7,54.5,21.2,59.6,20.2,Forest,Omnivore,Invertivore,Terrestrial
Prunella montanella,Prunellidae,Passeriformes,12.9,7.4,3.5,3.4,18.9,72.1,17.5,54.1,24.4,66.4,17,Forest,Carnivore,Invertivore,Terrestrial
Prunella ocularis,Prunellidae,Passeriformes,12.9,7.4,3.4,3.7,20.1,73.4,15.1,58.6,20.5,66.2,22.5,Rock,Omnivore,Omnivore,Terrestrial
Prunella rubeculoides,Prunellidae,Passeriformes,13.8,7.6,3.4,4.2,22.9,76.8,12.6,63.9,16.4,65.8,23.9,Shrubland,Omnivore,Omnivore,Terrestrial
Prunella rubida,Prunellidae,Passeriformes,13.4,8,3.7,3.9,20.8,69.6,14.9,54.1,21.6,57,16.7,Shrubland,Carnivore,Invertivore,Terrestrial
Prunella strophiata,Prunellidae,Passeriformes,13.1,7,3.9,3.8,19.6,63.1,10.2,52.2,16.3,57.4,18.1,Forest,Omnivore,Invertivore,Terrestrial
Ailuroedus buccoides,Ptilonorhynchidae,Passeriformes,29,17,9,12.3,37.9,129.6,26,104,20,89,138,Forest,Omnivore,Omnivore,Insessorial
Ailuroedus crassirostris,Ptilonorhynchidae,Passeriformes,33.7,18.1,9.6,14.4,48.6,155.8,31.9,132.6,19.4,113.7,205.3,Forest,Herbivore,Omnivore,Insessorial
Ailuroedus melanotis,Ptilonorhynchidae,Passeriformes,37.5,21,10.7,16,45.8,157.8,32.9,127.4,20.5,115.8,176.9,Forest,Herbivore,Frugivore,Insessorial
Amblyornis flavifrons,Ptilonorhynchidae,Passeriformes,27.4,13.4,6.8,8.3,33.9,132,27.7,104.3,21,84,120,Forest,Herbivore,Frugivore,Insessorial
Amblyornis inornata,Ptilonorhynchidae,Passeriformes,30,14.4,8.6,8.9,35.8,128.5,23.2,105.2,18.1,93.2,124,Forest,Omnivore,Frugivore,Insessorial
Amblyornis macgregoriae,Ptilonorhynchidae,Passeriformes,26.7,13.3,7.6,8.8,37.3,131.6,26.9,104.7,20.5,88.4,117.5,Forest,Herbivore,Frugivore,Insessorial
Amblyornis subalaris,Ptilonorhynchidae,Passeriformes,26.1,13.5,6.9,8.3,34,120.2,19.4,100.8,16.1,88.2,108.9,Forest,Omnivore,Frugivore,Insessorial
Archboldia papuensis,Ptilonorhynchidae,Passeriformes,33.5,14.8,8.2,9.4,43.4,162,28.9,133.2,17.8,158.3,177.6,Forest,Omnivore,Omnivore,Insessorial
Chlamydera cerviniventris,Ptilonorhynchidae,Passeriformes,29.8,15.2,7.5,10.1,39.8,143.7,25.5,117.8,17.8,112.9,156.4,Shrubland,Omnivore,Omnivore,Insessorial
Chlamydera guttata,Ptilonorhynchidae,Passeriformes,27.1,16,6.9,8.9,39.3,141.6,25.4,112.6,18.4,92.6,136,Shrubland,Herbivore,Omnivore,Insessorial
Chlamydera lauterbachi,Ptilonorhynchidae,Passeriformes,27.6,14.6,6.5,8.9,37.3,127.2,17.1,110.1,13.4,105,123.2,Shrubland,Omnivore,Omnivore,Insessorial
Chlamydera maculata,Ptilonorhynchidae,Passeriformes,30.5,15.6,8,9.8,39.8,145.5,26.4,121.9,17.8,109.5,140,Shrubland,Herbivore,Omnivore,Insessorial
Chlamydera nuchalis,Ptilonorhynchidae,Passeriformes,36.5,19.2,8.8,11.4,47.5,172.8,24.1,146.4,14.1,142.5,200.4,Shrubland,Herbivore,Omnivore,Insessorial
Prionodura newtoniana,Ptilonorhynchidae,Passeriformes,23.2,11.6,6.5,7.4,31,117.8,19.9,98.4,16.9,98.4,78.3,Forest,Herbivore,Frugivore,Insessorial
Ptilonorhynchus violaceus,Ptilonorhynchidae,Passeriformes,33.6,17.4,10,11.7,50.4,164.9,30.5,133.5,18.6,111.3,218.9,Forest,Omnivore,Omnivore,Insessorial
Scenopoeetes dentirostris,Ptilonorhynchidae,Passeriformes,30.4,14.9,10.6,13.7,31.6,145,29.2,117,20,104.8,163.4,Forest,Herbivore,Frugivore,Insessorial
Sericulus aureus,Ptilonorhynchidae,Passeriformes,26.2,15.8,7.4,8.5,41.5,136.4,21.6,114.8,15.8,77.8,172,Forest,Omnivore,Frugivore,Insessorial
Sericulus bakeri,Ptilonorhynchidae,Passeriformes,29.1,16,8,9.2,41.5,135.5,18,117.5,13.3,89.1,176.5,Forest,Omnivore,Frugivore,Insessorial
Sericulus chrysocephalus,Ptilonorhynchidae,Passeriformes,29.4,16.6,6.5,7.4,36.1,130.7,23,108,17.6,98.3,99.5,Forest,Herbivore,Frugivore,Insessorial
Alophoixus affinis,Pycnonotidae,Passeriformes,27,16.7,5.4,7,19.6,109.8,19.2,90.6,17.5,100.9,40.5,Forest,Omnivore,Frugivore,Insessorial
Alophoixus bres,Pycnonotidae,Passeriformes,22.3,14.9,5.6,7.2,19.9,103.8,20.3,84.3,19.4,82.3,35.3,Forest,Omnivore,Omnivore,Insessorial
Alophoixus finschii,Pycnonotidae,Passeriformes,17.5,11.6,4.7,5.6,15.9,84.8,16.2,68.6,19,67.2,24.2,Forest,Omnivore,Omnivore,Insessorial
Alophoixus flaveolus,Pycnonotidae,Passeriformes,20.5,11.8,5.4,7.1,20.1,100.8,16.6,84,16.5,90.1,48.3,Forest,Herbivore,Frugivore,Insessorial
Alophoixus ochraceus,Pycnonotidae,Passeriformes,21.5,12.8,5,7,20.2,101.1,18,82.9,17.8,96.4,41.5,Forest,Herbivore,Frugivore,Insessorial
Alophoixus pallidus,Pycnonotidae,Passeriformes,20.2,12.1,4.7,7.3,20.1,100.5,15.6,87,15.2,103.4,46,Forest,Herbivore,Frugivore,Insessorial
Alophoixus phaeocephalus,Pycnonotidae,Passeriformes,20.5,13.6,5.4,6.5,19.9,94.4,13.2,82.4,13.8,80.6,32,Forest,Omnivore,Omnivore,Insessorial
Andropadus ansorgei,Pycnonotidae,Passeriformes,13.9,7.9,3.5,3.8,15.9,71.8,11.3,60.7,15.7,64.5,18.7,Forest,Herbivore,Frugivore,Insessorial
Andropadus curvirostris,Pycnonotidae,Passeriformes,16.2,9.3,4.3,4,18.3,76.2,10,66.6,13.1,70.5,24.9,Forest,Herbivore,Omnivore,Insessorial
Andropadus gracilirostris,Pycnonotidae,Passeriformes,19.4,11.1,4.2,4.3,20,80.9,14.7,69.3,17.5,74,31.2,Forest,Herbivore,Frugivore,Insessorial
Andropadus gracilis,Pycnonotidae,Passeriformes,13.9,8.3,3.8,3.8,17.6,72,8.5,62.7,12,68,21.6,Forest,Herbivore,Omnivore,Insessorial
Andropadus importunus,Pycnonotidae,Passeriformes,18.9,9.3,4.2,5.5,22.4,88.9,10.6,78.3,11.9,86.1,27.4,Shrubland,Herbivore,Frugivore,Insessorial
Andropadus latirostris,Pycnonotidae,Passeriformes,15.3,8.9,4.9,4.5,19.7,79.3,10.6,66.3,13.8,74.1,26.2,Forest,Omnivore,Frugivore,Insessorial
Andropadus masukuensis,Pycnonotidae,Passeriformes,15.1,7.6,3.8,3.7,20.8,79.8,14.1,65.6,17.7,78.7,26.8,Forest,Omnivore,Invertivore,Insessorial
Andropadus milanjensis,Pycnonotidae,Passeriformes,19.9,10.5,4.3,5,22.9,93.7,15,78.8,16,90.3,37.4,Forest,Omnivore,Omnivore,Insessorial
Andropadus montanus,Pycnonotidae,Passeriformes,17.2,8.7,4,4.2,21.1,82.8,8.9,74.4,10.6,83.2,32.6,Forest,Herbivore,Frugivore,Insessorial
Andropadus nigriceps,Pycnonotidae,Passeriformes,18.1,9.3,4.2,4.8,22.9,90.6,13.1,77.5,14.4,87.2,34.5,Forest,Herbivore,Frugivore,Insessorial
Andropadus tephrolaemus,Pycnonotidae,Passeriformes,17.2,9.2,3.8,4.2,19.8,82.4,12.6,69.9,15.3,73.2,38.3,Forest,Herbivore,Frugivore,Insessorial
Andropadus virens,Pycnonotidae,Passeriformes,13.9,8,4.7,4.3,20.6,74.4,9.8,65.9,12.8,70.8,26.6,Forest,Herbivore,Frugivore,Insessorial
Baeopogon clamans,Pycnonotidae,Passeriformes,17,9,4.4,4.6,18.4,97.8,16.8,81,17.2,73.8,45.8,Forest,Herbivore,Frugivore,Insessorial
Baeopogon indicator,Pycnonotidae,Passeriformes,18.9,9.9,4.3,4.6,19.4,98.2,16.1,81.9,16.5,78.4,45.8,Forest,Herbivore,Frugivore,Insessorial
Bleda canicapillus,Pycnonotidae,Passeriformes,20.1,13.3,5.3,6.4,25.5,98.4,13.4,85.3,13.5,91.3,41.3,Forest,Carnivore,Invertivore,Generalist
Bleda eximius,Pycnonotidae,Passeriformes,24,16,4.1,6.8,25.4,103.2,15.5,87.8,15,97.5,35.7,Forest,Carnivore,Invertivore,Generalist
Bleda notatus,Pycnonotidae,Passeriformes,20.1,12.9,4.7,6.4,25,90.2,12.9,77.1,14.3,81.1,35.7,Forest,Carnivore,Invertivore,Generalist
Bleda syndactylus,Pycnonotidae,Passeriformes,27.2,16.6,4.5,7.2,25.4,105.4,15.6,89.7,14.8,95,46.1,Forest,Carnivore,Invertivore,Insessorial
Calyptocichla serina,Pycnonotidae,Passeriformes,17.9,10.3,3.8,4.5,20.2,89.6,16,73.8,17.8,79.2,38.7,Forest,Herbivore,Frugivore,Insessorial
Chlorocichla falkensteini,Pycnonotidae,Passeriformes,18.7,9.8,4.2,5.2,21,92.4,12.5,80.5,13.5,87.8,31.7,Shrubland,Herbivore,Frugivore,Insessorial
Chlorocichla flavicollis,Pycnonotidae,Passeriformes,22.9,11.4,4.6,5.8,24.7,105.4,15.3,89,14.7,98.2,48.7,Shrubland,Herbivore,Frugivore,Insessorial
Chlorocichla flaviventris,Pycnonotidae,Passeriformes,21.6,12,4.9,6.1,24,101.3,12.9,88.4,12.7,96.4,39.4,Forest,Herbivore,Omnivore,Insessorial
Chlorocichla laetissima,Pycnonotidae,Passeriformes,22,10.5,4.8,5.2,21.6,105,15,90,14.3,100.6,50.2,Forest,Herbivore,Omnivore,Insessorial
Chlorocichla prigoginei,Pycnonotidae,Passeriformes,17.8,10.3,4.2,5.3,18.2,96,10.2,85.8,10.6,95,45.3,Forest,Herbivore,Omnivore,Insessorial
Chlorocichla simplex,Pycnonotidae,Passeriformes,20.2,11.4,5.4,6.1,25.3,100.6,12.5,87.7,12.4,94,46.4,Shrubland,Herbivore,Frugivore,Insessorial
Criniger barbatus,Pycnonotidae,Passeriformes,21.1,12.8,5.9,6.5,25.7,103.3,15.4,88.2,14.8,94,42.6,Forest,Carnivore,Invertivore,Insessorial
Criniger calurus,Pycnonotidae,Passeriformes,21.9,13.4,5.8,6.1,21.2,87.6,10.1,77.2,11.6,79.6,37.7,Forest,Carnivore,Invertivore,Insessorial
Criniger chloronotus,Pycnonotidae,Passeriformes,21.9,12.6,5.1,6.5,23.7,99.8,13.9,86.1,13.9,89,45,Forest,Carnivore,Invertivore,Insessorial
Criniger ndussumensis,Pycnonotidae,Passeriformes,18.5,11.1,3.8,5,19.7,86.6,10.9,74.6,12.8,78.1,23,Forest,Carnivore,Invertivore,Insessorial
Criniger olivaceus,Pycnonotidae,Passeriformes,18.1,10.3,3.8,5,21.3,85.6,10.7,75.1,12.5,80.6,28.1,Forest,Carnivore,Invertivore,Insessorial
Hemixos castanonotus,Pycnonotidae,Passeriformes,19.8,11.4,4.6,5,17.4,97.4,19.2,78.2,19.7,89.9,35.3,Forest,Omnivore,Frugivore,Insessorial
Hemixos flavala,Pycnonotidae,Passeriformes,19.6,11.4,4.2,5.2,18,96.2,17,78.5,17.8,89.4,32.5,Forest,Omnivore,Omnivore,Insessorial
Hypsipetes borbonicus,Pycnonotidae,Passeriformes,24.8,13.1,5.1,6.1,25.6,113.2,25,88.3,22,102.2,55.3,Forest,Herbivore,Frugivore,Insessorial
Hypsipetes crassirostris,Pycnonotidae,Passeriformes,29.7,16.9,6.2,8.5,26.7,135,29.8,104.7,22.2,109.2,79.5,Woodland,Omnivore,Omnivore,Insessorial
Hypsipetes leucocephalus,Pycnonotidae,Passeriformes,25.8,14.9,5,5.8,18,117.2,28.4,88.8,24.2,98.4,51.8,Forest,Herbivore,Frugivore,Insessorial
Hypsipetes madagascariensis,Pycnonotidae,Passeriformes,24.4,15.5,5.3,6.3,18.4,107.9,25.5,83.1,23.4,86.8,46,Forest,Herbivore,Omnivore,Insessorial
Hypsipetes mcclellandii,Pycnonotidae,Passeriformes,26,15.8,5,5.5,18.3,106,19.2,86.8,18.1,107.8,32.5,Woodland,Omnivore,Omnivore,Insessorial
Hypsipetes nicobariensis,Pycnonotidae,Passeriformes,23.3,13.2,5.2,6.2,20.2,97.4,17.8,79.2,18.4,93.5,36,Forest,Omnivore,Omnivore,Insessorial
Hypsipetes olivaceus,Pycnonotidae,Passeriformes,29.3,18.1,6.6,7.6,26.6,131.1,27.2,103.9,20.6,111,75,Forest,Omnivore,Omnivore,Insessorial
Hypsipetes parvirostris,Pycnonotidae,Passeriformes,24.1,13.5,4.4,5.8,18.7,106.5,20.6,85.9,19.4,92.2,59.4,Forest,Omnivore,Frugivore,Insessorial
Hypsipetes thompsoni,Pycnonotidae,Passeriformes,20.8,11,4.4,4.6,17.9,90.2,17.1,73.2,19,88.2,41.8,Forest,Herbivore,Frugivore,Insessorial
